water_depth (m),weight (t),installation_date,type_of_production (1 oil and gas; 2 oil; 3 gas),number_of_legs,number_of_piles,height_of_jacket_or_sub-structure (m),distance_to_coast (km),risk_to_other_users-complete,risk_to_other_users-partial,risk_to_personnel-complete,risk_to_personnel-partial,energy_consumption-complete (GJ),energy_consumption-partial (GJ),emissions-complete (t),emissions-partial (t),impacts_of_option-complete,impacts_of_option-partial,technical_feasibility_or_challenge-complete,technical_feasibility_or_challenge-partial,commercial_impact_on_fisheries-complete,commercial_impact_on_fisheries-partial,wider_community_impact-complete,wider_community_impact-partial,total_removal_cost-complete,total_removal_cost-partial
99,10377,31,1,4,5,117.181,281,1,2.7418136596679688e-12,0.091,0.06,357695,438207,26039,31254,0.0,1,0.0,0.995,0.922,0.852,0.422,0.275,1.0,0.477
155,12639,45,3,8,27,165.849,120,0,2.2996147751808165e-05,0.053,0.142,319504,600697,25453,35405,0.03,0,0.451,1.0,0.469,0.535,0.76,0.794,0.53,0.984
104,15286,31,1,8,6,127.807,281,1,1.2845396995544432e-09,0.037,0.023,730411,472532,58010,35871,0.002,1,0.004,0.995,0.929,0.675,0.397,0.395,1.0,0.425
155,22612,45,3,8,31,163.429,120,0,2.299994516372681e-05,0.026,0.011,310308,700265,24996,32467,1.0,1,0.44,1.0,1.0,0.94,1.0,1.0,0.53,0.996
99,23184,31,1,8,5,114.029,281,1,0.0,0.318,0.117,1150466,879601,91630,63538,0.0,1,0.0,1.0,0.999,0.94,0.495,0.462,1.0,0.411
155,10301,32,1,4,5,165.848,280,1,0.0,0.311,0.16,308139,447304,25912,33982,0.0,1,0.0,1.0,0.781,0.455,0.406,0.627,1.0,0.41
127,11196,31,1,8,5,138.952,281,1,1.1478602886199953e-08,0.039,0.018,378820,463880,36091,31829,0.001,1,0.0,1.0,1.0,0.939,0.823,0.851,1.0,0.449
154,23620,45,1,8,28,165.378,276,0,2.253351604938507e-05,0.025,0.01,315142,471131,30540,32784,1.0,1,0.438,1.0,1.0,0.934,0.993,0.998,0.991,0.502
99,11026,31,1,4,5,115.127,281,1,6.854534149169922e-13,0.055,0.021,497491,442562,35147,31578,0.0,1,0.0,0.926,0.563,0.57,0.269,0.192,1.0,0.429
141,10688,39,1,8,6,148.185,280,1,7.022991180419922e-06,0.025,0.01,320087,457604,26888,31153,0.205,1,0.0,1.0,1.0,0.94,0.98,0.993,0.994,0.697
112,11351,44,3,8,31,126.535,120,0,2.161180740594864e-05,0.04,0.096,421068,569388,25563,31742,0.0,1,0.5,0.532,0.023,0.119,0.126,0.062,0.531,1.0
103,15054,36,1,4,5,115.096,281,1,0.0,0.32,0.159,966838,857538,84895,60157,0.0,1,0.0,1.0,0.999,0.94,0.821,0.818,1.0,0.411
155,20538,44,3,8,21,165.916,173,0,2.019097626209259e-05,0.026,0.068,306075,452450,25612,35481,0.439,1,0.499,0.998,0.902,0.123,0.741,0.731,0.857,0.443
99,27512,45,1,8,5,114.002,281,1,0.0,0.32,0.16,1180248,895496,91999,63999,0.0,1,0.0,1.0,1.0,0.94,0.942,0.916,1.0,0.41
103,10319,31,1,4,5,146.899,281,1,5.3465366363525385e-11,0.041,0.026,323591,435595,28084,31292,0.0,1,0.0,1.0,0.997,0.895,0.321,0.599,1.0,0.414
120,10205,31,1,4,5,135.975,281,1,4.935264587402344e-11,0.171,0.125,371686,450927,29554,31793,0.0,1,0.0,1.0,1.0,0.939,0.417,0.671,1.0,0.412
101,13077,40,1,4,5,119.114,183,1,1.1652708053588868e-11,0.319,0.16,684155,719245,56939,53143,0.0,1,0.0,1.0,0.46,0.62,0.354,0.165,0.998,0.673
155,27640,45,1,8,31,164.959,281,0,6.328380107879639e-06,0.025,0.01,330433,533285,44610,56892,1.0,1,0.5,0.983,0.998,0.19,0.993,0.995,1.0,0.411
116,10100,34,1,8,5,134.227,123,0,1.627963787317276e-05,0.047,0.083,398770,462070,26029,31183,0.0,1,0.0,1.0,0.929,0.92,0.308,0.46,0.538,0.994
99,10138,31,1,4,5,125.221,282,1,0.0,0.036,0.024,325204,434816,28134,31175,0.0,1,0.0,1.0,1.0,0.939,0.39,0.476,1.0,0.41
116,10303,31,1,4,5,134.904,281,1,0.0,0.293,0.155,349519,461345,27748,31917,0.0,1,0.0,1.0,1.0,0.94,0.831,0.828,1.0,0.41
117,16914,37,1,8,5,122.366,281,1,0.0,0.319,0.159,937565,820117,83207,61495,0.0,1,0.0,1.0,0.991,0.931,0.718,0.677,1.0,0.411
135,13893,39,2,8,23,147.731,120,0,1.4854460954666138e-08,0.303,0.159,958529,682979,64596,54272,0.0,0,0.247,0.518,0.001,0.003,0.027,0.022,0.666,0.948
99,27036,42,1,8,5,114.013,281,1,0.0,0.32,0.158,1179679,895093,91973,63990,0.0,1,0.0,1.0,0.998,0.94,0.676,0.624,1.0,0.41
99,23337,33,1,8,17,114.378,263,0,3.1037330627441406e-09,0.157,0.046,1144402,773722,88762,55879,0.0,1,0.187,0.257,0.055,0.105,0.236,0.092,1.0,0.858
99,13807,31,1,8,23,114.141,250,0,1.2502670288085936e-09,0.134,0.034,1077030,531183,72687,37324,0.0,1,0.374,0.155,0.004,0.024,0.08,0.023,1.0,0.985
155,20783,45,3,8,28,165.783,121,0,2.290141260623932e-05,0.036,0.096,322955,566175,26649,42757,0.58,0,0.496,1.0,0.866,0.315,0.801,0.87,0.546,0.63
148,11597,37,1,4,5,154.472,280,1,6.675630807876587e-09,0.198,0.135,572125,598051,54166,36503,0.0,1,0.0,1.0,0.999,0.939,0.674,0.862,0.998,0.42
100,10884,31,1,4,5,119.81,281,1,0.0,0.028,0.011,358846,433776,31047,31144,0.0,1,0.012,0.756,0.709,0.096,0.228,0.253,1.0,0.41
99,27099,41,1,8,7,114.031,281,1,6.854534149169922e-13,0.318,0.123,1179000,892186,91933,63896,0.0,1,0.0,0.999,0.517,0.865,0.317,0.51,1.0,0.479
99,14924,31,1,8,22,114.293,281,0,0.0,0.028,0.011,968573,439198,66670,32025,0.0,1,0.488,0.151,0.004,0.001,0.028,0.04,1.0,0.463
103,15582,34,1,8,22,119.227,194,0,1.9889116287231444e-08,0.149,0.102,915955,530374,56187,40446,0.0,1,0.465,0.175,0.006,0.012,0.072,0.056,0.995,0.854
100,27481,45,1,8,5,114.014,274,1,0.0,0.32,0.159,1180237,895210,91991,63995,0.0,1,0.0,1.0,0.657,0.9,0.492,0.672,1.0,0.447
154,26008,45,3,8,31,164.828,130,0,1.8501747608184816e-05,0.054,0.052,450708,611319,38459,52718,0.454,1,0.499,0.984,0.712,0.196,0.727,0.868,0.809,0.539
141,23285,43,1,8,29,140.67,275,0,1.2845739722251892e-05,0.027,0.011,489823,552632,47127,35286,0.983,1,0.4,0.996,0.995,0.895,0.954,0.981,0.996,0.685
120,22308,42,1,8,5,117.649,281,1,2.385377883911133e-10,0.22,0.031,979390,866860,88459,57963,0.0,1,0.0,1.0,1.0,0.94,0.962,0.993,1.0,0.423
155,11961,45,3,8,20,165.91,121,0,2.299844813346863e-05,0.025,0.018,300291,456739,24480,31240,0.949,1,0.045,1.0,1.0,0.935,0.99,0.992,0.531,0.916
99,12022,34,1,8,5,114.428,279,1,1.4394521713256835e-11,0.312,0.145,1064032,761599,78886,48401,0.0,1,0.0,1.0,0.969,0.937,0.522,0.345,1.0,0.615
129,23508,40,1,8,28,153.926,281,0,1.031213939189911e-06,0.026,0.013,350548,462644,32826,34071,0.758,1,0.5,0.819,0.925,0.142,0.854,0.849,1.0,0.458
99,20212,31,1,8,22,116.466,280,0,1.1241436004638671e-10,0.07,0.05,1046271,529557,82003,45499,0.0,1,0.481,0.157,0.006,0.005,0.059,0.031,1.0,0.773
99,10124,31,1,8,16,114.024,139,0,2.2316786646842962e-07,0.027,0.012,760632,439767,28907,31085,0.0,1,0.248,0.169,0.019,0.139,0.078,0.021,0.981,1.0
101,25539,33,1,8,30,116.187,280,0,1.0837703943252564e-08,0.028,0.012,1048884,528000,78260,43025,0.059,1,0.5,0.185,0.091,0.022,0.224,0.196,1.0,0.61
99,20175,33,1,8,5,114.024,281,1,0.0,0.318,0.124,1096178,846019,87046,61698,0.0,1,0.0,1.0,0.997,0.939,0.75,0.374,1.0,0.42
152,27285,42,3,8,31,155.643,136,0,2.373588085174561e-08,0.168,0.114,947695,679117,73957,62367,0.002,0,0.5,0.29,0.006,0.001,0.092,0.155,0.994,0.428
137,11376,31,1,4,7,160.862,281,0,6.21713787317276e-07,0.025,0.01,308116,434041,25402,31099,0.543,1,0.034,0.999,0.999,0.893,0.914,0.928,1.0,0.43
102,23310,44,1,8,16,114.292,127,0,1.3914704322814943e-10,0.314,0.155,1162500,861790,90177,62534,0.0,1,0.005,0.761,0.006,0.025,0.088,0.06,0.989,0.842
99,24242,35,1,8,5,114.061,281,1,0.0,0.317,0.135,1161969,882309,91277,63502,0.0,1,0.0,1.0,0.978,0.933,0.606,0.472,1.0,0.413
153,10856,31,1,4,5,164.064,281,1,3.5520195960998527e-09,0.027,0.011,302587,438575,26518,31168,0.01,1,0.0,1.0,1.0,0.94,0.943,0.988,1.0,0.41
116,15743,36,1,4,5,124.002,281,1,9.596347808837891e-12,0.306,0.147,1044560,760340,82799,52223,0.0,1,0.0,1.0,0.962,0.909,0.434,0.677,1.0,0.413
99,26091,42,1,8,5,114.001,281,1,0.0,0.32,0.16,1179388,895350,91984,63992,0.0,1,0.0,1.0,1.0,0.94,0.865,0.715,1.0,0.426
153,21132,36,1,4,11,164.897,281,0,3.89003723859787e-07,0.025,0.011,317780,441832,29458,31897,0.959,1,0.295,1.0,0.999,0.856,0.953,0.964,1.0,0.411
101,12014,38,1,4,5,116.005,274,1,0.0,0.319,0.159,778429,789399,59973,47619,0.0,1,0.0,1.0,0.958,0.936,0.706,0.49,1.0,0.493
99,25003,33,1,8,5,114.017,281,1,0.0,0.311,0.068,1169665,876996,91540,63466,0.0,1,0.0,0.999,0.855,0.898,0.438,0.183,1.0,0.441
99,24818,40,1,8,5,114.005,281,1,0.0,0.32,0.151,1178635,893252,91920,63925,0.0,1,0.0,1.0,0.972,0.938,0.341,0.679,1.0,0.413
111,23650,45,1,8,31,114.798,157,0,2.280662536621094e-05,0.025,0.01,473178,589247,40041,31582,0.998,1,0.476,0.999,0.999,0.939,0.998,0.997,0.98,0.999
155,27574,44,2,8,31,165.773,281,0,4.23141360282898e-07,0.028,0.013,415553,532077,61772,61004,0.996,1,0.5,0.978,0.946,0.014,0.848,0.967,1.0,0.41
122,14673,44,3,8,29,162.235,121,0,1.985130393505097e-05,0.028,0.113,315452,470219,25335,33168,0.003,1,0.5,0.823,0.078,0.018,0.196,0.112,0.602,0.971
99,24757,32,1,8,24,114.146,281,0,1.939833164215088e-10,0.084,0.014,1155388,701885,89291,53918,0.0,1,0.289,0.247,0.096,0.151,0.192,0.142,1.0,0.757
103,13764,31,1,8,21,139.598,152,0,1.7479062080383302e-10,0.138,0.142,677421,460994,50318,42101,0.0,1,0.495,0.156,0.0,0.0,0.013,0.004,0.998,0.632
139,10208,45,3,8,31,157.371,120,0,2.3e-05,0.025,0.011,299629,479758,24297,31073,0.901,1,0.453,1.0,0.999,0.94,0.993,0.992,0.53,1.0
125,10281,31,1,4,5,160.762,278,1,1.7136335372924804e-11,0.196,0.155,305722,436208,24908,31389,0.0,1,0.0,0.988,0.25,0.119,0.277,0.183,1.0,0.425
99,22475,31,1,8,21,114.024,281,0,0.0,0.029,0.01,1154147,478431,90160,44651,0.0,1,0.465,0.156,0.009,0.004,0.027,0.044,1.0,0.445
102,27003,39,1,8,31,114.269,280,0,2.423831820487976e-08,0.031,0.01,1088573,737593,84980,49097,0.278,1,0.481,0.824,0.879,0.734,0.889,0.923,1.0,0.824
100,12532,35,1,8,27,116.096,132,0,2.2154347896575926e-06,0.053,0.049,834338,502585,45524,32923,0.002,1,0.491,0.186,0.017,0.073,0.185,0.1,0.894,0.996
102,11572,34,1,4,5,115.742,275,1,6.758570671081542e-10,0.271,0.126,997946,689373,69983,42121,0.0,1,0.0,1.0,0.973,0.936,0.43,0.556,0.998,0.549
100,10237,31,1,8,6,121.535,274,1,3.7792474031448365e-08,0.095,0.061,541923,452480,32321,31666,0.0,1,0.0,0.997,0.83,0.823,0.21,0.256,0.995,0.891
155,26112,45,3,8,30,165.821,138,0,2.2959659695625304e-05,0.029,0.016,328778,607666,33897,43375,0.998,1,0.494,1.0,0.998,0.869,0.99,0.996,0.658,0.533
99,10155,31,1,4,5,120.158,281,1,5.072355270385742e-11,0.031,0.042,325348,433684,25446,31098,0.0,1,0.008,0.411,0.212,0.091,0.181,0.054,1.0,0.685
142,24222,39,2,8,28,152.862,153,0,8.553773164749146e-09,0.233,0.142,955802,623768,77290,61192,0.0,0,0.494,0.375,0.004,0.002,0.04,0.095,0.99,0.436
101,27392,32,1,8,31,115.217,281,0,1.576542854309082e-11,0.034,0.017,1160235,650293,90084,61023,0.001,1,0.5,0.151,0.003,0.0,0.06,0.069,1.0,0.429
99,26722,33,1,8,25,114.017,281,0,0.0,0.27,0.056,1166858,781316,90555,62445,0.0,1,0.226,0.152,0.002,0.002,0.123,0.024,1.0,0.487
133,26636,44,1,8,31,126.018,253,0,6.4678863286972046e-06,0.036,0.012,744617,696630,68944,48784,0.907,1,0.485,0.98,0.964,0.786,0.928,0.95,0.998,0.73
149,14040,45,3,8,31,165.402,120,0,2.299818217754364e-05,0.025,0.062,300087,555916,24405,32062,0.029,1,0.5,1.0,0.658,0.391,0.773,0.467,0.53,0.999
101,12544,36,1,8,29,115.346,275,0,1.5841660559177398e-05,0.025,0.01,374909,441237,27993,31095,0.917,1,0.469,0.952,0.986,0.873,0.94,0.922,0.999,0.992
109,18246,42,1,8,8,114.503,180,1,6.750345230102539e-09,0.312,0.115,1160337,873083,90732,61323,0.0,1,0.0,1.0,0.774,0.895,0.449,0.518,0.976,0.846
116,27454,42,1,8,31,134.013,277,0,4.804013967514038e-07,0.025,0.01,449598,485245,45337,41804,0.929,1,0.5,0.307,0.832,0.049,0.858,0.823,1.0,0.566
134,13687,38,2,8,20,140.453,121,0,1.4472663402557373e-08,0.291,0.154,810006,634135,61481,50792,0.0,0,0.381,0.379,0.001,0.002,0.018,0.02,0.811,0.892
152,15764,34,1,4,5,164.734,279,1,1.5717446804046631e-09,0.22,0.15,493860,496978,52340,47552,0.0,1,0.022,0.997,0.429,0.059,0.173,0.481,0.999,0.411
151,18843,44,1,8,6,152.407,184,1,9.939485788345337e-08,0.262,0.154,895629,788815,81061,59687,0.0,1,0.0,1.0,0.933,0.852,0.288,0.786,0.87,0.431
99,13500,31,1,8,5,114.225,281,1,0.0,0.051,0.014,878715,452328,69417,33873,0.0,1,0.0,0.929,0.558,0.478,0.175,0.091,1.0,0.418
99,14756,31,1,8,5,114.003,282,1,0.0,0.32,0.154,1162881,883588,91059,63181,0.0,1,0.0,1.0,1.0,0.94,0.767,0.414,1.0,0.41
154,26284,44,3,8,31,165.298,183,0,1.660250151157379e-05,0.026,0.024,337900,523359,29830,44620,0.845,1,0.5,0.981,0.889,0.1,0.744,0.82,0.971,0.486
99,15357,32,1,8,5,114.023,281,1,0.0,0.318,0.141,984049,672632,66081,47490,0.0,1,0.0,0.997,0.596,0.891,0.677,0.127,1.0,0.675
104,18516,40,1,8,6,115.389,221,1,1.4630317687988282e-08,0.253,0.091,1119382,838596,89160,57724,0.0,1,0.0,1.0,0.899,0.908,0.452,0.596,0.981,0.823
102,11209,31,1,4,5,119.382,281,1,0.0,0.148,0.038,527140,457181,46798,33109,0.0,1,0.0,1.0,0.99,0.904,0.647,0.575,1.0,0.411
101,11874,31,1,4,5,115.241,281,1,0.0,0.319,0.159,900196,797518,78580,55806,0.0,1,0.0,1.0,1.0,0.94,0.487,0.646,1.0,0.41
127,12242,39,3,8,26,159.204,120,0,8.018593072891235e-06,0.112,0.156,426731,486145,30942,38159,0.0,0,0.499,0.45,0.002,0.003,0.016,0.018,0.544,0.966
100,20226,34,1,8,7,114.541,281,1,6.854534149169922e-13,0.272,0.085,1064208,652969,83100,50534,0.0,1,0.001,0.789,0.144,0.223,0.392,0.359,1.0,0.441
99,24857,31,1,8,31,115.226,281,0,1.867860555648804e-09,0.026,0.011,907492,460822,69053,35708,0.023,1,0.5,0.151,0.016,0.004,0.125,0.141,1.0,0.866
151,14919,40,1,4,8,162.265,279,1,1.25570610165596e-06,0.04,0.026,361106,482331,32662,32731,0.129,1,0.003,1.0,0.998,0.903,0.872,0.945,0.995,0.432
155,27269,45,3,8,31,165.782,169,0,2.290090811252594e-05,0.026,0.014,322761,576733,30843,51896,1.0,1,0.5,1.0,0.998,0.798,0.989,0.994,0.887,0.438
99,24648,38,1,8,5,114.015,281,1,0.0,0.317,0.111,1168923,870070,91423,62841,0.0,1,0.0,0.997,0.529,0.857,0.524,0.372,1.0,0.499
155,24557,45,3,8,30,165.885,127,0,2.2994417667388915e-05,0.025,0.011,303806,540417,25866,33222,1.0,1,0.478,1.0,1.0,0.932,0.998,0.999,0.588,0.628
155,18351,45,1,8,24,165.497,207,0,2.297510433197021e-05,0.025,0.01,307485,495054,26331,31489,0.999,1,0.007,1.0,1.0,0.94,0.999,1.0,0.765,0.762
102,18967,32,1,8,25,123.809,224,0,9.335875511169431e-10,0.108,0.096,891944,515674,65428,40871,0.0,1,0.496,0.155,0.004,0.002,0.059,0.025,0.999,0.767
145,26852,45,1,8,29,120.599,226,0,3.471727639436722e-06,0.059,0.012,991551,852478,87450,55958,0.839,1,0.032,1.0,0.999,0.937,0.98,0.997,0.994,0.767
155,26150,45,3,8,31,165.276,120,0,2.3e-05,0.025,0.01,298135,557129,24324,31241,1.0,1,0.5,1.0,1.0,0.94,1.0,1.0,0.531,0.998
127,21667,44,1,8,14,126.988,122,0,8.225440979003906e-12,0.319,0.16,1105955,833122,86840,63021,0.0,0,0.003,0.953,0.002,0.007,0.055,0.089,0.992,0.583
143,11431,33,1,4,5,151.762,279,1,3.5232305526733396e-10,0.297,0.153,500179,537820,46984,40537,0.0,1,0.0,1.0,0.901,0.778,0.426,0.559,0.999,0.42
99,10901,31,1,4,5,115.139,281,1,0.0,0.158,0.062,441948,440013,33038,31629,0.0,1,0.0,0.981,0.721,0.472,0.4,0.174,1.0,0.416
155,11044,45,3,8,8,165.72,120,0,1.952396565675736e-05,0.218,0.159,549182,649761,40918,44145,0.0,0,0.001,1.0,0.358,0.374,0.17,0.63,0.532,0.784
111,10425,31,1,4,5,147.521,281,1,3.427267074584961e-12,0.041,0.021,315274,435163,26902,31204,0.0,1,0.0,1.0,0.997,0.907,0.558,0.573,1.0,0.41
107,25347,39,1,8,8,115.03,279,1,3.2490491867065425e-10,0.294,0.049,1141015,860578,90745,62418,0.0,1,0.0,1.0,0.989,0.92,0.729,0.746,1.0,0.451
143,12649,39,3,8,27,165.001,120,0,2.589828073978424e-07,0.208,0.16,450295,473321,34347,47327,0.0,0,0.5,0.21,0.0,0.0,0.002,0.002,0.557,0.819
121,14959,39,1,8,5,122.643,281,1,0.0,0.319,0.16,1018341,855719,84717,61339,0.0,1,0.0,1.0,0.992,0.937,0.639,0.685,1.0,0.413
100,12127,31,1,4,5,115.992,281,1,1.7821788787841795e-10,0.26,0.101,847760,589630,63994,40065,0.0,1,0.0,1.0,0.997,0.938,0.65,0.257,1.0,0.463
99,10229,31,1,4,5,115.542,281,1,0.0,0.313,0.153,387046,465224,28290,32268,0.0,1,0.0,1.0,0.995,0.939,0.729,0.56,1.0,0.43
155,18140,45,1,4,17,165.613,249,0,2.1764708757400517e-05,0.027,0.016,310527,461939,25488,31785,0.969,1,0.113,1.0,0.999,0.928,0.98,0.986,0.901,0.467
152,10569,44,2,8,10,163.037,121,0,2.282312285900116e-05,0.036,0.068,335894,479331,25885,31544,0.023,1,0.002,1.0,0.987,0.917,0.826,0.845,0.533,0.971
155,27638,45,1,8,31,165.965,281,0,2.2957847356796265e-05,0.025,0.01,298735,449848,25590,37391,1.0,1,0.5,1.0,1.0,0.917,1.0,1.0,1.0,0.411
100,17534,33,1,8,15,115.353,244,0,8.193978667259217e-08,0.075,0.044,1040829,576696,70506,38613,0.001,1,0.247,0.303,0.069,0.188,0.195,0.136,0.996,0.942
108,11658,38,1,8,5,115.444,242,1,2.7418136596679688e-12,0.32,0.16,1156824,884380,89720,62755,0.0,1,0.0,1.0,0.997,0.94,0.295,0.319,0.995,0.504
106,16232,36,1,8,14,117.875,270,0,2.279262840747833e-07,0.082,0.021,978846,623357,75564,41779,0.024,1,0.007,0.992,0.894,0.841,0.598,0.635,0.997,0.754
153,25879,45,3,8,28,163.238,152,0,2.1455596685409544e-05,0.031,0.02,372106,635174,37724,45893,0.917,1,0.491,0.999,0.955,0.626,0.929,0.965,0.779,0.589
154,15019,37,1,4,5,161.711,279,1,6.0690045356750485e-09,0.246,0.15,747513,595330,63372,50043,0.0,1,0.0,1.0,0.976,0.814,0.392,0.726,0.998,0.411
125,18932,33,1,8,19,157.589,281,0,8.245949745178223e-07,0.026,0.013,351693,439645,30951,32084,0.692,1,0.494,0.896,0.932,0.346,0.768,0.79,1.0,0.453
99,11114,33,1,8,5,116.427,268,1,6.854534149169922e-13,0.316,0.156,625262,612475,43676,38335,0.0,1,0.0,1.0,0.583,0.831,0.514,0.135,1.0,0.858
118,12187,35,3,8,24,152.004,120,0,6.156057119369507e-09,0.201,0.158,646172,474271,40331,41637,0.0,0,0.496,0.166,0.0,0.0,0.005,0.004,0.854,0.897
141,24139,43,1,8,11,151.23,152,0,2.9405951499938967e-10,0.311,0.159,1122103,832835,88819,63451,0.0,0,0.028,0.986,0.015,0.012,0.079,0.151,0.994,0.443
155,27645,45,3,8,31,166.0,121,0,2.299999451637268e-05,0.025,0.01,297705,633409,24350,55759,1.0,1,0.5,1.0,1.0,0.934,1.0,1.0,0.628,0.417
99,12797,31,1,4,5,114.042,281,1,0.0,0.318,0.131,964933,725284,73613,53181,0.0,1,0.0,1.0,1.0,0.94,0.779,0.474,1.0,0.411
155,16458,45,2,8,31,164.52,121,0,2.2999969840049745e-05,0.025,0.01,301216,493077,24604,31145,1.0,1,0.065,1.0,1.0,0.94,1.0,1.0,0.532,0.994
155,24011,45,3,8,27,165.995,120,0,2.1530664801597597e-05,0.132,0.158,309461,554437,27018,57071,0.011,0,0.5,1.0,0.135,0.01,0.445,0.527,0.536,0.425
99,11066,35,1,4,5,114.082,281,1,0.0,0.32,0.16,799912,828683,52971,53957,0.0,1,0.0,1.0,1.0,0.94,0.931,0.7,1.0,0.425
121,22619,45,3,8,31,154.574,120,0,2.2444941759109496e-05,0.025,0.019,310817,541290,25325,32168,0.091,1,0.5,0.899,0.708,0.254,0.793,0.695,0.712,0.998
102,23845,45,1,8,5,114.082,161,1,2.6047229766845703e-11,0.32,0.16,1178958,894695,91952,63959,0.0,1,0.0,1.0,0.965,0.938,0.32,0.471,0.993,0.694
155,21562,45,3,8,27,165.816,121,0,2.2974597096443172e-05,0.039,0.08,319767,575064,27744,42192,0.891,1,0.488,1.0,0.961,0.682,0.924,0.941,0.537,0.675
99,15401,35,1,8,5,114.386,225,1,5.003809928894043e-11,0.31,0.149,1033616,777884,74052,54789,0.0,1,0.0,0.989,0.32,0.6,0.215,0.066,0.999,0.925
99,21485,31,1,8,10,114.148,281,0,1.7821788787841797e-11,0.044,0.012,1087104,544216,85154,42887,0.0,1,0.088,0.271,0.132,0.085,0.138,0.055,1.0,0.508
105,10075,31,1,4,5,144.318,281,1,1.6862154006958007e-10,0.055,0.09,310360,433936,24724,31074,0.0,1,0.0,1.0,0.944,0.886,0.379,0.198,1.0,0.565
147,10524,37,1,8,5,158.158,178,1,7.173886895179749e-08,0.271,0.159,560540,560125,37772,39170,0.0,1,0.0,1.0,0.731,0.751,0.202,0.423,0.829,0.595
103,20969,37,1,8,30,117.561,260,0,5.499291300773621e-06,0.026,0.01,807801,531153,65711,34461,0.76,1,0.489,0.74,0.847,0.66,0.779,0.818,0.998,0.962
101,22426,39,1,8,6,114.188,277,1,3.283321857452393e-10,0.315,0.112,1168616,876423,91098,62715,0.0,1,0.0,1.0,0.858,0.901,0.492,0.449,1.0,0.586
155,13717,45,3,8,30,164.04,120,0,2.2999982178211213e-05,0.026,0.012,310657,611316,24976,31478,0.998,1,0.061,1.0,1.0,0.94,0.998,0.999,0.53,0.999
112,26508,35,2,8,31,127.883,149,0,3.815233707427978e-09,0.055,0.103,1006761,559820,64942,56338,0.0,0,0.5,0.152,0.0,0.0,0.014,0.011,1.0,0.537
110,10180,31,1,4,5,154.368,281,1,3.907084465026856e-10,0.07,0.098,305806,434409,24741,31140,0.0,1,0.0,0.995,0.907,0.46,0.275,0.18,1.0,0.429
155,14135,35,1,4,5,165.75,262,1,5.187854170799256e-08,0.148,0.147,357688,465799,35092,38432,0.001,1,0.039,0.999,0.482,0.093,0.408,0.474,0.976,0.413
100,25735,40,1,8,24,114.264,273,0,1.694098114967346e-08,0.149,0.016,1120522,809032,89261,56426,0.01,1,0.007,0.993,0.91,0.875,0.727,0.746,1.0,0.884
99,13975,31,1,8,21,120.633,271,0,3.3696889877319332e-09,0.05,0.046,687509,471732,52012,35266,0.0,1,0.49,0.158,0.018,0.009,0.058,0.045,1.0,0.801
155,27435,45,3,8,31,165.995,120,0,2.3e-05,0.025,0.01,297775,573601,24357,31448,1.0,1,0.5,1.0,1.0,0.94,1.0,1.0,0.536,0.915
102,17616,40,1,8,5,114.969,258,1,0.0,0.32,0.16,1062704,852564,84102,61719,0.0,1,0.0,1.0,0.819,0.912,0.722,0.374,1.0,0.488
99,14958,34,1,4,5,114.246,281,1,0.0,0.32,0.159,997085,877705,85786,61996,0.0,1,0.0,1.0,1.0,0.94,0.824,0.893,1.0,0.41
151,13338,37,1,4,5,160.418,166,1,3.907084465026856e-11,0.313,0.159,503616,552534,51994,49879,0.0,0,0.001,0.996,0.033,0.035,0.182,0.189,0.995,0.424
109,19722,45,1,8,5,114.956,156,1,4.112720489501953e-12,0.32,0.16,1169297,890934,91455,63862,0.0,1,0.0,1.0,0.639,0.9,0.257,0.368,0.994,0.667
100,10830,31,1,4,5,119.945,281,1,4.0441751480102537e-11,0.044,0.016,398556,441272,33615,31585,0.0,1,0.0,0.998,0.968,0.887,0.394,0.466,1.0,0.425
99,27367,32,1,8,6,114.001,281,1,0.0,0.317,0.032,1179422,891944,91984,63957,0.0,1,0.0,0.983,0.384,0.48,0.26,0.121,1.0,0.415
144,19607,45,1,8,30,158.171,188,0,2.289879143238068e-05,0.025,0.01,312110,461138,25354,31376,0.99,1,0.498,0.999,0.997,0.904,0.982,0.972,0.929,0.973
146,13413,45,2,8,25,148.059,121,0,2.2991071283817293e-05,0.027,0.012,365827,567389,28922,31621,0.946,1,0.073,1.0,0.998,0.936,0.984,0.978,0.533,0.998
100,16997,38,1,8,5,114.37,281,1,0.0,0.32,0.159,1059875,872284,86885,62031,0.0,1,0.0,1.0,1.0,0.94,0.887,0.811,1.0,0.411
104,11309,31,1,8,10,150.304,244,0,2.4676322937011716e-10,0.055,0.145,421195,438166,30944,32581,0.0,1,0.492,0.167,0.001,0.0,0.014,0.009,0.999,0.58
106,10529,31,1,8,9,159.797,218,0,7.072508335113525e-09,0.064,0.137,350516,437805,26288,31786,0.0,1,0.468,0.232,0.006,0.002,0.03,0.012,0.994,0.66
155,26709,45,3,8,31,165.975,120,0,2.3e-05,0.025,0.01,297917,547560,24348,31319,1.0,1,0.496,1.0,1.0,0.94,1.0,1.0,0.532,0.982
147,10431,31,1,4,5,165.249,267,1,2.750176191329956e-08,0.129,0.151,312226,441192,27244,32026,0.0,1,0.0,1.0,0.708,0.428,0.302,0.32,0.947,0.455
